,0.5-10,10.5-20
0,0.8580364540182274,0.6560007101432118
1,0.8497402059415314,0.6560723162504446
2,0.841443957864836,0.6561439223576758
3,0.8331477097881409,0.656215528464907
4,0.824851461711445,0.6562871345721387
5,0.8165552136347497,0.6563587406793706
6,0.8082589655580547,0.6564303467866025
7,0.7999627174813587,0.6565019528938335
8,0.7916664694046632,0.656573559001065
9,0.7833702213279682,0.6566451651082971
10,0.7750739732512727,0.656716771215529
11,0.7667777251745768,0.6567883773227604
12,0.7584814770978815,0.6568599834299923
13,0.750185229021186,0.6569315895372229
14,0.7418889809444905,0.6570031956444548
15,0.733592732867795,0.6570748017516866
16,0.7252964847911,0.6571464078589183
17,0.717000236714404,0.6572180139661502
18,0.7087039886377088,0.6572896200733812
19,0.7004077405610128,0.6573612261806131
20,0.6921114924843178,0.6574328322878445
21,0.6838152444076223,0.6575044383950767
22,0.6755189963309268,0.6575760445023086
23,0.6672227482542313,0.6576476506095396
24,0.6589265001775361,0.6577192567167714
25,0.6506302521008401,0.6577908628240025
26,0.650701858208072,0.6578624689312343
27,0.6507734643153039,0.6579340750384662
28,0.6508450704225354,0.6580056811456979
29,0.6509166765297664,0.6580772872529294
30,0.6509882826369983,0.6581488933601612
31,0.6510598887442304,0.6582204994673931
32,0.6511314948514618,0.6582921055746241
33,0.6512031009586933,0.6583637116818556
34,0.6512747070659252,0.6584353177890875
35,0.651346313173157,0.6585069238963196
36,0.6514179192803885,0.658578530003551
37,0.6514895253876204,0.6586501361107829
38,0.6515611314948512,0.6587217422180135
39,0.6516327376020831,0.6587933483252454
40,0.651704343709315,0.6588649544324773
41,0.6517759498165464,0.6589365605397087
42,0.6518475559237783,0.6590081666469408
43,0.6519191620310093,0.6590797727541723
44,0.6519907681382412,0.6591513788614042
45,0.6520623742454729,0.6592229849686352
46,0.6521339803527048,0.6592945910758671
47,0.6522055864599366,0.6593661971830992
48,0.6522771925671681,0.65943780329033
49,0.6523487986743991,0.6595094093975621
50,0.6524204047816308,0.6595810155047931
51,0.6524920108888631,0.659652621612025
52,0.6525636169960946,0.6597242277192569
53,0.652635223103326,0.6597958338264883
54,0.652706829210557,0.65986743993372
55,0.6527784353177889,0.6599390460409519
56,0.6528500414250208,0.6600106521481838
57,0.6529216475322525,0.6600822582554148
58,0.6529932536394839,0.6601538643626462
59,0.6530648597467158,0.6602254704698783
60,0.6531364658539477,0.66029707657711
61,0.6532080719611791,0.6603686826843417
62,0.653279678068411,0.6604402887915736
63,0.6533512841756416,0.6605118948988041
64,0.6534228902828737,0.660583501006036
65,0.6534944963901056,0.6606551071132679
66,0.653566102497337,0.6607267132204994
67,0.6536377086045689,0.6607983193277315
68,0.6537093147117999,0.6608699254349629
69,0.6537809208190318,0.6609415315421948
70,0.6538525269262635,0.6610131376494258
71,0.6539241330334954,0.6610847437566577
72,0.6539957391407273,0.6611563498638896
73,0.6540673452479578,0.6612279559711208
74,0.6541389513551897,0.6612995620783527
75,0.6542105574624212,0.6613711681855837
76,0.6542821635696537,0.661442774292815
77,0.6543537696768852,0.6615143804000475
78,0.6544253757841166,0.661585986507279
79,0.6544969818913481,0.6616575926145113
80,0.65456858799858,0.6617291987217425
81,0.6546401941058119,0.6618008048289729
82,0.6547118002130429,0.6618724109362054
83,0.6547834063202745,0.6619440170434369
84,0.6548550124275064,0.6620156231506696
85,0.6549266185347383,0.6620872292579009
86,0.6549982246419698,0.6621588353651316
87,0.6550698307492017,0.6622304414723642
88,0.6551414368564322,0.6623020475795945
89,0.6552130429636641,0.6623736536868275
90,0.6552846490708962,0.6624452597940585
91,0.6553562551781277,0.6625168659012896
92,0.6554278612853596,0.6625884720085221
93,0.6554994673925906,0.6626600781157533
94,0.6555710734998225,0.6627316842229859
95,0.6556426796070541,0.6628032903302165
96,0.655714285714286,0.6628748964374479
97,0.6557858918215179,0.6629465025446805
98,0.6558574979287485,0.6630181086519112
99,0.6559291040359808,0.6630897147591438
100,0.6560007101432118,0.6631613208663741
