,0
179,734.9570810112068
180,383.1016778821814
181,766.2033557643628
182,310.76286437894476
183,621.5257287578895
184,466.24523652431793
185,345.0870287343389
186,690.1740574686778
187,423.3753319640891
188,1321.0166142031383
189,1289.2707171749173
190,1226.3401064492332
191,443.9130020204327
192,887.8260040408654
193,61.20218829824049
194,122.40437659648099
195,183.6065648947215
196,244.80875319296197
197,306.0109414912025
198,367.213129789443
199,428.4153180876835
200,489.61750638592395
201,550.8196946841645
202,612.021882982405
203,673.2240712806456
204,734.426259578886
205,123.12734656274827
206,153.90918320343533
207,246.25469312549654
208,307.81836640687067
209,369.38203968824473
210,461.72754961030597
211,492.5093862509931
212,615.6367328137413
213,615.6367328137413
214,769.5459160171768
215,738.7640793764895
216,122.42069282903184
217,244.84138565806367
218,367.2620784870956
219,489.68277131612734
220,612.1034641451593
221,734.5241569741912
222,183.13339415074685
223,366.2667883014937
224,549.4001824522405
225,732.5335766029874
226,183.7392702528017
227,367.4785405056034
228,551.2178107584053
229,734.9570810112068
230,383.1016778821814
231,766.2033557643628
232,310.76286437894476
233,621.5257287578895
234,466.24523652431793
235,345.0870287343389
236,690.1740574686778
237,423.3753319640891
238,1321.0166142031383
239,1289.2707171749173
240,1226.3401064492332
241,443.9130020204327
242,887.8260040408654
243,61.20218829824049
244,122.40437659648099
245,183.6065648947215
246,244.80875319296197
247,306.0109414912025
248,367.213129789443
249,428.4153180876835
250,489.61750638592395
251,550.8196946841645
252,612.021882982405
253,673.2240712806456
254,734.426259578886
255,123.12734656274827
256,153.90918320343533
257,246.25469312549654
258,307.81836640687067
259,369.38203968824473
260,461.72754961030597
261,492.5093862509931
262,615.6367328137413
263,615.6367328137413
264,769.5459160171768
265,738.7640793764895
266,122.42069282903184
267,244.84138565806367
268,367.2620784870956
269,489.68277131612734
270,612.1034641451593
271,734.5241569741912
272,183.13339415074685
273,366.2667883014937
274,549.4001824522405
275,732.5335766029874
276,183.7392702528017
277,367.4785405056034
278,551.2178107584053
279,734.9570810112068
280,383.1016778821814
281,766.2033557643628
282,310.76286437894476
283,621.5257287578895
284,466.24523652431793
285,345.0870287343389
286,690.1740574686778
287,423.3753319640891
288,1321.0166142031383
289,1289.2707171749173
290,1226.3401064492332
291,443.9130020204327
292,887.8260040408654
293,61.20218829824049
294,122.40437659648099
295,183.6065648947215
296,244.80875319296197
297,306.0109414912025
298,367.213129789443
299,428.4153180876835
300,489.61750638592395
301,550.8196946841645
302,612.021882982405
303,673.2240712806456
304,734.426259578886
305,123.12734656274827
306,153.90918320343533
307,246.25469312549654
308,307.81836640687067
309,369.38203968824473
310,461.72754961030597
311,492.5093862509931
312,615.6367328137413
313,615.6367328137413
314,769.5459160171768
315,738.7640793764895
316,122.42069282903184
317,244.84138565806367
318,367.2620784870956
319,489.68277131612734
320,612.1034641451593
321,734.5241569741912
322,183.13339415074685
323,366.2667883014937
324,549.4001824522405
325,732.5335766029874
326,183.7392702528017
327,367.4785405056034
328,551.2178107584053
329,734.9570810112068
330,383.1016778821814
331,766.2033557643628
332,765.6909188194228
333,887.8260040408654
334,766.2113989775919
335,688.9280237996701
336,765.6066565855922
337,122.40437659648099
338,153.00547074560126
339,244.80875319296197
340,306.0109414912025
341,367.213129789443
342,459.0164122368037
343,489.61750638592395
344,612.021882982405
345,612.021882982405
346,765.0273537280061
347,734.426259578886
348,246.25469312549654
349,277.0365297661836
350,307.81836640687067
351,338.60020304755767
352,492.5093862509931
353,554.0730595323672
354,615.6367328137413
355,677.2004060951153
356,738.7640793764895
357,244.84138565806367
358,306.0517320725796
359,489.68277131612734
360,612.1034641451593
361,734.5241569741912
362,366.2667883014937
363,457.8334853768671
364,732.5335766029874
365,367.4785405056034
366,459.34817563200437
367,734.9570810112068
368,766.2033557643628
369,765.6909188194228
370,887.8260040408654
371,766.2113989775919
372,688.9280237996701
373,765.6066565855922
374,122.40437659648099
375,153.00547074560126
376,244.80875319296197
377,306.0109414912025
378,367.213129789443
379,459.0164122368037
380,489.61750638592395
381,612.021882982405
382,612.021882982405
383,765.0273537280061
384,734.426259578886
385,246.25469312549654
386,277.0365297661836
387,307.81836640687067
388,338.60020304755767
389,492.5093862509931
390,554.0730595323672
391,615.6367328137413
392,677.2004060951153
393,738.7640793764895
394,244.84138565806367
395,306.0517320725796
396,489.68277131612734
397,612.1034641451593
398,734.5241569741912
399,366.2667883014937
400,457.8334853768671
401,732.5335766029874
402,367.4785405056034
403,459.34817563200437
404,734.9570810112068
405,766.2033557643628
406,765.6909188194228
407,887.8260040408654
408,766.2113989775919
409,688.9280237996701
410,765.6066565855922
411,122.40437659648099
412,153.00547074560126
413,244.80875319296197
414,306.0109414912025
415,367.213129789443
416,459.0164122368037
417,489.61750638592395
418,612.021882982405
419,612.021882982405
420,765.0273537280061
421,734.426259578886
422,246.25469312549654
423,277.0365297661836
424,307.81836640687067
425,338.60020304755767
426,492.5093862509931
427,554.0730595323672
428,615.6367328137413
429,677.2004060951153
430,738.7640793764895
431,244.84138565806367
432,306.0517320725796
433,489.68277131612734
434,612.1034641451593
435,734.5241569741912
436,366.2667883014937
437,457.8334853768671
438,732.5335766029874
439,367.4785405056034
440,459.34817563200437
441,734.9570810112068
442,766.2033557643628
443,765.6909188194228
444,887.8260040408654
445,766.2113989775919
446,688.9280237996701
447,765.6066565855922
448,122.40437659648099
449,153.00547074560126
450,244.80875319296197
451,306.0109414912025
452,367.213129789443
453,459.0164122368037
454,489.61750638592395
455,612.021882982405
456,612.021882982405
457,765.0273537280061
458,734.426259578886
459,246.25469312549654
460,277.0365297661836
461,307.81836640687067
462,338.60020304755767
463,492.5093862509931
464,554.0730595323672
465,615.6367328137413
466,677.2004060951153
467,738.7640793764895
468,244.84138565806367
469,306.0517320725796
470,489.68277131612734
471,612.1034641451593
472,734.5241569741912
473,366.2667883014937
474,457.8334853768671
475,732.5335766029874
476,367.4785405056034
477,459.34817563200437
478,734.9570810112068
479,766.2033557643628
480,214.20765904384174
481,244.80875319296197
482,275.40984734208223
483,306.0109414912025
484,336.6120356403228
485,428.4153180876835
486,489.61750638592395
487,550.8196946841645
488,612.021882982405
489,673.2240712806456
490,642.6229771315251
491,734.426259578886
492,461.72754961030597
493,492.5093862509931
494,523.2912228916803
495,554.0730595323672
496,584.8548961730543
497,615.6367328137413
498,646.4185694544283
499,677.2004060951153
500,707.9822427358024
501,428.47242490161136
502,489.68277131612734
503,550.8931177306433
504,612.1034641451593
505,673.313810559675
506,640.966879527614
507,732.5335766029874
508,643.0874458848062
509,734.9570810112068
510,826.8267161376078
511,214.20765904384174
512,244.80875319296197
513,275.40984734208223
514,306.0109414912025
515,336.6120356403228
516,428.4153180876835
517,489.61750638592395
518,550.8196946841645
519,612.021882982405
520,673.2240712806456
521,642.6229771315251
522,734.426259578886
523,461.72754961030597
524,492.5093862509931
525,523.2912228916803
526,554.0730595323672
527,584.8548961730543
528,615.6367328137413
529,646.4185694544283
530,677.2004060951153
531,707.9822427358024
532,428.47242490161136
533,489.68277131612734
534,550.8931177306433
535,612.1034641451593
536,673.313810559675
537,640.966879527614
538,732.5335766029874
539,643.0874458848062
540,734.9570810112068
541,826.8267161376078
542,214.20765904384174
543,244.80875319296197
544,275.40984734208223
545,306.0109414912025
546,336.6120356403228
547,428.4153180876835
548,489.61750638592395
549,550.8196946841645
550,612.021882982405
551,673.2240712806456
552,642.6229771315251
553,734.426259578886
554,461.72754961030597
555,492.5093862509931
556,523.2912228916803
557,554.0730595323672
558,584.8548961730543
559,615.6367328137413
560,646.4185694544283
561,677.2004060951153
562,707.9822427358024
563,428.47242490161136
564,489.68277131612734
565,550.8931177306433
566,612.1034641451593
567,673.313810559675
568,640.966879527614
569,732.5335766029874
570,643.0874458848062
571,734.9570810112068
572,826.8267161376078
573,214.20765904384174
574,244.80875319296197
575,275.40984734208223
576,306.0109414912025
577,336.6120356403228
578,428.4153180876835
579,489.61750638592395
580,550.8196946841645
581,612.021882982405
582,673.2240712806456
583,642.6229771315251
584,734.426259578886
585,461.72754961030597
586,492.5093862509931
587,523.2912228916803
588,554.0730595323672
589,584.8548961730543
590,615.6367328137413
591,646.4185694544283
592,677.2004060951153
593,707.9822427358024
594,428.47242490161136
595,489.68277131612734
596,550.8931177306433
597,612.1034641451593
598,673.313810559675
599,640.966879527614
600,732.5335766029874
601,643.0874458848062
602,734.9570810112068
603,826.8267161376078
604,214.20765904384174
605,244.80875319296197
606,275.40984734208223
607,306.0109414912025
608,336.6120356403228
609,428.4153180876835
610,489.61750638592395
611,550.8196946841645
612,612.021882982405
613,673.2240712806456
614,642.6229771315251
615,734.426259578886
616,461.72754961030597
617,492.5093862509931
618,523.2912228916803
619,554.0730595323672
620,584.8548961730543
621,615.6367328137413
622,646.4185694544283
623,677.2004060951153
624,707.9822427358024
625,428.47242490161136
626,489.68277131612734
627,550.8931177306433
628,612.1034641451593
629,673.313810559675
630,640.966879527614
631,732.5335766029874
632,643.0874458848062
633,734.9570810112068
634,826.8267161376078
635,214.20765904384174
636,244.80875319296197
637,275.40984734208223
638,306.0109414912025
639,336.6120356403228
640,428.4153180876835
641,489.61750638592395
642,550.8196946841645
643,612.021882982405
644,673.2240712806456
645,642.6229771315251
646,734.426259578886
647,461.72754961030597
648,492.5093862509931
649,523.2912228916803
650,554.0730595323672
651,584.8548961730543
652,615.6367328137413
653,646.4185694544283
654,677.2004060951153
655,707.9822427358024
656,428.47242490161136
657,489.68277131612734
658,550.8931177306433
659,612.1034641451593
660,673.313810559675
661,640.966879527614
662,732.5335766029874
663,643.0874458848062
664,734.9570810112068
665,826.8267161376078
666,306.0109414912025
667,336.6120356403228
668,367.213129789443
669,397.81422393856315
670,428.4153180876835
671,459.0164122368037
672,489.61750638592395
673,520.2186005350442
674,550.8196946841645
675,581.4207888332847
676,612.021882982405
677,642.6229771315251
678,673.2240712806456
679,703.8251654297657
680,734.426259578886
681,765.0273537280061
682,612.021882982405
683,673.2240712806456
684,734.426259578886
685,615.6367328137413
686,646.4185694544283
687,677.2004060951153
688,707.9822427358024
689,738.7640793764895
690,769.5459160171768
691,612.1034641451593
692,673.313810559675
693,734.5241569741912
694,397.81422393856315
695,428.4153180876835
696,459.0164122368037
697,489.61750638592395
698,520.2186005350442
699,550.8196946841645
700,581.4207888332847
701,612.021882982405
702,642.6229771315251
703,673.2240712806456
704,703.8251654297657
705,734.426259578886
706,765.0273537280061
707,72.81827346555308
708,145.63654693110615
709,218.45482039665927
710,291.2730938622123
711,364.0913673277654
712,436.90964079331854
713,509.7279142588716
714,582.5461877244246
715,655.3644611899778
716,728.1827346555308
717,801.0010081210838
718,873.8192815866371
719,946.6375550521902
720,1019.4558285177432
721,1092.2741019832963
722,1165.0923754488492
723,1237.9106489144026
724,1310.7289223799555
725,1383.5471958455087
726,1456.3654693110616
727,1529.1837427766147
728,1602.0020162421677
729,1674.8202897077203
730,1747.6385631732742
731,1820.456836638827
732,1893.2751101043805
733,1966.0933835699332
734,2038.9116570354863
735,2111.7299305010392
736,2184.5482039665926
737,2257.366477432146
738,2330.1847508976984
739,2403.003024363252
740,2475.821297828805
741,2548.6395712943577
742,2621.457844759911
743,2694.276118225464
744,2767.0943916910173
745,2839.9126651565703
746,2912.730938622123
747,2985.549212087676
748,3058.3674855532295
749,3131.1857590187833
750,3204.0040324843353
751,3276.8223059498887
752,3349.6405794154407
753,3422.4588528809954
754,3495.2771263465484
755,3568.095399812101
756,3640.913673277654
757,3713.731946743207
758,3786.550220208761
759,3859.368493674314
760,3932.1867671398663
761,4005.0050406054197
762,4077.8233140709726
763,4150.641587536526
764,4223.4598610020785
765,4296.278134467631
766,4369.096407933185
767,4441.914681398737
768,4514.732954864292
769,4587.551228329844
770,4660.369501795397
771,4733.187775260952
772,4806.006048726504
773,4878.824322192056
774,4951.64259565761
775,5024.460869123163
776,5097.279142588715
777,5170.097416054269
778,146.49673553178968
779,292.99347106357936
780,439.4902065953691
781,585.9869421271587
782,732.4836776589484
783,878.9804131907382
784,1025.4771487225278
785,1171.9738842543175
786,1318.4706197861071
787,1464.9673553178968
788,1611.4640908496867
789,1757.9608263814764
790,1904.457561913266
791,2050.9542974450555
792,2197.4510329768455
793,2343.947768508635
794,2490.4445040404244
795,2636.9412395722143
796,2783.4379751040037
797,2929.9347106357936
798,3076.431446167583
799,3222.9281816993735
800,3369.424917231163
801,3515.921652762953
802,3662.4183882947427
803,3808.915123826532
804,3955.4118593583216
805,4101.908594890111
806,4248.405330421901
807,4394.902065953691
808,4541.39880148548
809,4687.89553701727
810,4834.39227254906
811,4980.889008080849
812,5127.385743612639
813,145.65595996055583
814,291.31191992111167
815,436.9678798816674
816,582.6238398422233
817,728.2797998027792
818,873.9357597633348
819,1019.5917197238907
820,1165.2476796844467
821,1310.9036396450026
822,1456.5595996055583
823,1602.2155595661138
824,1747.8715195266695
825,1893.5274794872257
826,2039.1834394477814
827,2184.839399408337
828,2330.4953593688933
829,2476.151319329449
830,2621.807279290005
831,2767.46323925056
832,2913.1191992111167
833,3058.775159171672
834,3204.4311191322276
835,3350.0870790927834
836,3495.743039053339
837,3641.3989990138953
838,3787.0549589744514
839,3932.710918935007
840,4078.366878895563
841,4224.022838856117
842,4369.678798816674
843,4515.33475877723
844,4660.990718737787
845,4806.646678698342
846,4952.302638658898
847,5097.958598619453
848,217.89184254262005
849,435.7836850852401
850,653.6755276278602
851,871.5673701704802
852,1089.4592127131004
853,1307.3510552557204
854,1525.2428977983404
855,1743.1347403409604
856,1961.0265828835809
857,2178.918425426201
858,2396.810267968821
859,2614.702110511441
860,2832.593953054062
861,3050.485795596681
862,3268.377638139301
863,3486.269480681921
864,3704.161323224542
865,3922.0531657671618
866,4139.945008309781
867,4357.836850852402
868,4575.728693395021
869,4793.620535937642
870,5011.512378480263
871,218.61271303618292
872,437.22542607236585
873,655.8381391085488
874,874.4508521447317
875,1093.0635651809146
876,1311.6762782170977
877,1530.2889912532808
878,1748.9017042894634
879,1967.5144173256463
880,2186.127130361829
881,2404.7398433980115
882,2623.3525564341953
883,2841.965269470378
884,3060.5779825065615
885,3279.1906955427435
886,3497.803408578927
887,3716.41612161511
888,3935.0288346512925
889,4153.641547687475
890,4372.254260723658
891,4590.866973759842
892,4809.479686796023
893,5028.092399832208
894,5246.705112868391
895,5465.317825904573
896,5683.930538940756
897,5902.543251976938
898,72.81827346555308
899,145.63654693110615
900,218.45482039665927
901,291.2730938622123
902,364.0913673277654
903,436.90964079331854
904,509.7279142588716
905,582.5461877244246
906,655.3644611899778
907,728.1827346555308
908,801.0010081210838
909,873.8192815866371
910,946.6375550521902
911,1019.4558285177432
912,1092.2741019832963
913,1165.0923754488492
914,1237.9106489144026
915,1310.7289223799555
916,1383.5471958455087
917,1456.3654693110616
918,1529.1837427766147
919,1602.0020162421677
920,1674.8202897077203
921,1747.6385631732742
922,1820.456836638827
923,1893.2751101043805
924,1966.0933835699332
925,2038.9116570354863
926,2111.7299305010392
927,2184.5482039665926
928,2257.366477432146
929,2330.1847508976984
930,2403.003024363252
931,2475.821297828805
932,2548.6395712943577
933,2621.457844759911
934,2694.276118225464
935,2767.0943916910173
936,2839.9126651565703
937,2912.730938622123
938,2985.549212087676
939,3058.3674855532295
940,3131.1857590187833
941,3204.0040324843353
942,3276.8223059498887
943,3349.6405794154407
944,3422.4588528809954
945,3495.2771263465484
946,3568.095399812101
947,3640.913673277654
948,3713.731946743207
949,3786.550220208761
950,3859.368493674314
951,3932.1867671398663
952,4005.0050406054197
953,4077.8233140709726
954,4150.641587536526
955,4223.4598610020785
956,4296.278134467631
957,4369.096407933185
958,4441.914681398737
959,4514.732954864292
960,4587.551228329844
961,4660.369501795397
962,4733.187775260952
963,4806.006048726504
964,4878.824322192056
965,4951.64259565761
966,5024.460869123163
967,5097.279142588715
968,5170.097416054269
969,5242.915689519822
970,5315.733962985374
971,5388.552236450928
972,5461.370509916482
973,5534.188783382035
974,5607.007056847587
975,5679.8253303131405
976,5752.643603778693
977,5825.461877244246
978,5898.2801507098
979,5971.098424175352
980,6043.916697640905
981,6116.734971106459
982,6189.553244572012
983,6262.371518037567
984,6335.189791503118
985,6408.008064968671
986,6480.826338434225
987,6553.644611899777
988,6626.462885365332
989,6699.281158830881
990,6772.099432296438
991,6844.917705761991
992,6917.735979227543
993,6990.554252693097
994,7063.37252615865
995,7136.190799624202
996,7209.0090730897555
997,7281.827346555308
998,7354.645620020863
999,7427.463893486414
1000,7500.282166951967
1001,7573.100440417522
1002,7645.918713883074
1003,7718.736987348628
1004,7791.555260814181
1005,7864.373534279733
1006,7937.1918077452865
1007,8010.010081210839
1008,8082.828354676391
1009,8155.646628141945
1010,8228.464901607498
1011,8301.283175073051
1012,8374.101448538604
1013,8446.919722004157
1014,8519.73799546971
1015,8592.556268935263
1016,8665.374542400816
1017,8738.19281586637
1018,8811.011089331925
1019,8883.829362797474
1020,8956.64763626303
1021,9029.465909728584
1022,9102.284183194135
1023,9175.102456659688
1024,9247.920730125243
1025,9320.739003590794
1026,9393.557277056347
1027,9466.375550521903
1028,9539.193823987453
1029,9612.012097453007
1030,9684.830370918562
1031,9757.648644384111
1032,9830.466917849666
1033,9903.28519131522
1034,9976.103464780772
1035,10048.921738246327
1036,10121.74001171188
1037,10194.55828517743
1038,10267.376558642984
1039,10340.194832108538
1040,146.49673553178968
1041,292.99347106357936
1042,439.4902065953691
1043,585.9869421271587
1044,732.4836776589484
1045,878.9804131907382
1046,1025.4771487225278
1047,1171.9738842543175
1048,1318.4706197861071
1049,1464.9673553178968
1050,1611.4640908496867
1051,1757.9608263814764
1052,1904.457561913266
1053,2050.9542974450555
1054,2197.4510329768455
1055,2343.947768508635
1056,2490.4445040404244
1057,2636.9412395722143
1058,2783.4379751040037
1059,2929.9347106357936
1060,3076.431446167583
1061,3222.9281816993735
1062,3369.424917231163
1063,3515.921652762953
1064,3662.4183882947427
1065,3808.915123826532
1066,3955.4118593583216
1067,4101.908594890111
1068,4248.405330421901
1069,4394.902065953691
1070,4541.39880148548
1071,4687.89553701727
1072,4834.39227254906
1073,4980.889008080849
1074,5127.385743612639
1075,5273.8824791444285
1076,5420.379214676218
1077,5566.875950208007
1078,5713.372685739797
1079,5859.869421271587
1080,6006.366156803376
1081,6152.862892335166
1082,6299.359627866957
1083,6445.856363398747
1084,6592.353098930536
1085,6738.849834462326
1086,6885.346569994115
1087,7031.843305525906
1088,7178.340041057695
1089,7324.836776589485
1090,7471.333512121275
1091,7617.830247653064
1092,7764.326983184854
1093,7910.823718716643
1094,8057.320454248434
1095,8203.817189780222
1096,8350.313925312013
1097,8496.810660843803
1098,8643.307396375592
1099,8789.804131907382
1100,8936.300867439171
1101,9082.79760297096
1102,9229.29433850275
1103,9375.79107403454
1104,9522.287809566329
1105,9668.78454509812
1106,9815.281280629908
1107,9961.778016161697
1108,10108.274751693487
1109,10254.771487225278
1110,10401.268222757066
1111,145.65595996055583
1112,291.31191992111167
1113,436.9678798816674
1114,582.6238398422233
1115,728.2797998027792
1116,873.9357597633348
1117,1019.5917197238907
1118,1165.2476796844467
1119,1310.9036396450026
1120,1456.5595996055583
1121,1602.2155595661138
1122,1747.8715195266695
1123,1893.5274794872257
1124,2039.1834394477814
1125,2184.839399408337
1126,2330.4953593688933
1127,2476.151319329449
1128,2621.807279290005
1129,2767.46323925056
1130,2913.1191992111167
1131,3058.775159171672
1132,3204.4311191322276
1133,3350.0870790927834
1134,3495.743039053339
1135,3641.3989990138953
1136,3787.0549589744514
1137,3932.710918935007
1138,4078.366878895563
1139,4224.022838856117
1140,4369.678798816674
1141,4515.33475877723
1142,4660.990718737787
1143,4806.646678698342
1144,4952.302638658898
1145,5097.958598619453
1146,5243.61455858001
1147,5389.270518540565
1148,5534.92647850112
1149,5680.582438461678
1150,5826.238398422233
1151,5971.894358382788
1152,6117.550318343344
1153,6263.206278303899
1154,6408.862238264455
1155,6554.518198225011
1156,6700.174158185567
1157,6845.830118146123
1158,6991.486078106678
1159,7137.142038067235
1160,7282.7979980277905
1161,7428.453957988346
1162,7574.109917948903
1163,7719.765877909459
1164,7865.421837870014
1165,8011.0777978305705
1166,8156.733757791126
1167,8302.389717751681
1168,8448.045677712234
1169,8593.701637672793
1170,8739.357597633349
1171,8885.013557593904
1172,9030.66951755446
1173,9176.325477515016
1174,9321.981437475573
1175,9467.637397436127
1176,9613.293357396684
1177,9758.949317357241
1178,9904.605277317796
1179,10050.261237278351
1180,10195.917197238907
1181,10341.57315719946
1182,217.89184254262005
1183,435.7836850852401
1184,653.6755276278602
1185,871.5673701704802
1186,1089.4592127131004
1187,1307.3510552557204
1188,1525.2428977983404
1189,1743.1347403409604
1190,1961.0265828835809
1191,2178.918425426201
1192,2396.810267968821
1193,2614.702110511441
1194,2832.593953054062
1195,3050.485795596681
1196,3268.377638139301
1197,3486.269480681921
1198,3704.161323224542
1199,3922.0531657671618
1200,4139.945008309781
1201,4357.836850852402
1202,4575.728693395021
1203,4793.620535937642
1204,5011.512378480263
1205,5229.404221022882
1206,5447.296063565502
1207,5665.187906108124
1208,5883.079748650742
1209,6100.971591193362
1210,6318.863433735982
1211,6536.755276278602
1212,6754.6471188212245
1213,6972.538961363842
1214,7190.430803906463
1215,7408.322646449084
1216,7626.2144889917045
1217,7844.1063315343235
1218,8061.998174076943
1219,8279.890016619562
1220,8497.781859162185
1221,8715.673701704804
1222,8933.565544247424
1223,9151.457386790042
1224,9369.349229332664
1225,9587.241071875284
1226,9805.132914417904
1227,10023.024756960525
1228,10240.916599503145
1229,218.61271303618292
1230,437.22542607236585
1231,655.8381391085488
1232,874.4508521447317
1233,1093.0635651809146
1234,1311.6762782170977
1235,1530.2889912532808
1236,1748.9017042894634
1237,1967.5144173256463
1238,2186.127130361829
1239,2404.7398433980115
1240,2623.3525564341953
1241,2841.965269470378
1242,3060.5779825065615
1243,3279.1906955427435
1244,3497.803408578927
1245,3716.41612161511
1246,3935.0288346512925
1247,4153.641547687475
1248,4372.254260723658
1249,4590.866973759842
1250,4809.479686796023
1251,5028.092399832208
1252,5246.705112868391
1253,5465.317825904573
1254,5683.930538940756
1255,5902.543251976938
1256,6121.155965013123
1257,6339.768678049304
1258,6558.381391085487
1259,6776.99410412167
1260,6995.606817157854
1261,7214.219530194037
1262,7432.83224323022
1263,7651.444956266401
1264,7870.057669302585
1265,8088.670382338768
1266,8307.28309537495
1267,8525.895808411133
1268,8744.508521447317
1269,8963.121234483498
1270,9181.733947519684
1271,9400.346660555866
1272,9618.959373592046
1273,9837.572086628232
1274,10056.184799664416
1275,10274.7975127006
1276,10493.410225736781
1277,10712.022938772963
1278,10930.635651809145
1279,11149.248364845329
1280,11367.861077881513
1281,11586.473790917695
1282,11805.086503953877
1283,12023.69921699006
1284,2732.119078633654
1285,5464.238157267308
1286,8196.357235900963
1287,4099.066046954795
1288,8198.13209390959
1289,3033.885200145448
1290,6067.770400290896
1291,9101.655600436343
1292,12135.540800581792
1293,3722.168748166283
1294,7444.337496332566
1295,5227.990002195726
1296,10455.980004391453
1297,5102.354010573933
1298,10204.708021147866
1299,4853.302938718635
1300,9706.60587743727
1301,1056.334071537367
1302,2112.668143074734
1303,3169.002214612101
1304,4225.336286149468
1305,5281.670357686833
1306,6338.004429224202
1307,7394.338500761567
1308,8450.672572298936
1309,9507.006643836303
1310,10563.340715373666
1311,11619.674786911035
1312,12676.008858448404
1313,13732.34292998577
1314,145.63654693110615
1315,291.2730938622123
1316,436.90964079331854
1317,582.5461877244246
1318,728.1827346555308
1319,873.8192815866371
1320,1019.4558285177432
1321,1165.0923754488492
1322,1310.7289223799555
1323,1456.3654693110616
1324,1602.0020162421677
1325,1747.6385631732742
1326,1893.2751101043805
1327,2038.9116570354863
1328,2184.5482039665926
1329,2330.1847508976984
1330,2475.821297828805
1331,2621.457844759911
1332,2767.0943916910173
1333,2912.730938622123
1334,3058.3674855532295
1335,3204.0040324843353
1336,3349.6405794154407
1337,3495.2771263465484
1338,3640.913673277654
1339,3786.550220208761
1340,3932.1867671398663
1341,4077.8233140709726
1342,4223.4598610020785
1343,4369.096407933185
1344,4514.732954864292
1345,4660.369501795397
1346,4806.006048726504
1347,4951.64259565761
1348,5097.279142588715
1349,5242.915689519822
1350,5388.552236450928
1351,5534.188783382035
